CPV,Cabo Verde,Sub-Saharan Africa,,West and Central Africa,West and Central Africa,Upper,243.7760,238.6711,234.8103,233.1059,231.6532,230.2172,229.6383,228.6156,228.3307,226.3892,224.9937,222.9325,219.0448,215.0434,209.6963,203.4892,196.3033,188.3214,179.5431,169.8954,159.5906,149.1670,138.8645,128.3531,118.7250,109.7516,101.7832,94.7596,89.0745,84.7971,81.7804,80.0182,78.9517,78.0010,76.6840,74.6783,71.9057,68.2898,64.5470,61.1014,58.4454,56.9510,56.5316,56.6095,56.4289,55.4486,53.2813,49.8103,45.6447,41.2053,37.1198,33.8601,31.5230,30.0406,29.2484,28.9966,29.0069,29.0432,28.9515,28.5383,27.7592,26.6685,25.2491,23.6158,21.8504,20.0738,18.4622,17.0481,15.8655,14.9184,14.1958,13.6850,13.3303,13.1138
CRI,Costa Rica,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Lower,118.1442,119.8167,120.6887,120.4790,119.5095,117.5038,114.1032,109.4338,104.0096,98.7449,94.4152,91.7938,91.0566,90.7849,90.1088,88.5368,86.1669,83.3949,80.2460,77.0292,73.3940,68.8728,63.3631,57.2009,50.8197,44.5113,38.5565,33.2915,29.0082,25.9745,23.9981,22.8798,22.4405,22.2637,22.0516,21.5952,20.7905,19.6928,18.5005,17.4657,16.6142,15.9223,15.4064,15.0192,14.7648,14.5751,14.3868,14.1534,13.8032,13.3403,12.8114,12.2972,11.8708,11.5159,11.2568,11.0677,10.9170,10.8006,10.6536,10.4717,10.2243,9.9117,9.5820,9.2505,8.9680,8.7552,8.6278,8.6035,8.6728,8.8397,9.0866,9.3649,9.6132,9.7451
CRI,Costa Rica,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Median,130.8110,129.6648,128.3737,126.6334,124.3772,121.2293,116.9752,111.7199,106.0494,100.6302,96.2175,93.5768,92.7343,92.5344,91.7614,90.1635,87.8088,84.8975,81.7030,78.4558,74.7759,70.1694,64.5216,58.2459,51.7460,45.3529,39.3044,33.9036,29.5690,26.4709,24.4591,23.3313,22.8704,22.6986,22.4716,22.0023,21.1855,20.0638,18.8685,17.8081,16.9343,16.2461,15.7230,15.3439,15.0854,14.8925,14.6993,14.4540,14.1140,13.6474,13.1113,12.5944,12.1543,11.8002,11.5357,11.3450,11.1989,11.0737,10.9281,10.7326,10.4820,10.1784,9.8375,9.5027,9.2137,8.9955,8.8690,8.8531,8.9356,9.1093,9.3711,9.7127,10.1043,10.4598
CRI,Costa Rica,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Upper,145.0602,140.4287,136.5364,133.0808,129.5705,125.3114,120.0765,114.0572,108.1031,102.5546,98.0676,95.3859,94.4638,94.3003,93.5139,91.8731,89.5035,86.4672,83.2756,79.9262,76.1663,71.4964,65.7040,59.3139,52.6783,46.2186,40.0781,34.5431,30.1316,26.9740,24.9220,23.7801,23.2947,23.1362,22.8974,22.4186,21.5913,20.4492,19.2460,18.1625,17.2826,16.5873,16.0432,15.6665,15.3929,15.2109,15.0199,14.7702,14.4289,13.9486,13.4168,12.8993,12.4479,12.0965,11.8262,11.6312,11.4874,11.3486,11.2084,11.0068,10.7536,10.4451,10.0956,9.7682,9.4736,9.2521,9.1270,9.1137,9.2044,9.3869,9.6751,10.0917,10.6518,11.2475
CUB,Cuba,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Lower,,,,,,,,,37.0503,39.0028,40.4501,41.2934,41.3764,40.9735,40.3313,39.4759,38.5258,37.4982,36.3777,35.1141,33.7316,32.2567,30.7472,29.1951,27.5790,26.0050,24.5043,23.0861,21.7739,20.6276,19.5803,18.6303,17.7537,16.9015,16.0973,15.3422,14.6131,13.8851,13.1846,12.5368,11.9479,11.3721,10.8412,10.3443,9.8715,9.4200,9.0012,8.6198,8.2734,7.9398,7.6180,7.3286,7.0481,6.7900,6.5308,6.2859,6.0738,5.8812,5.7060,5.5435,5.4203,5.3234,5.2608,5.2302,5.2505,5.3139,5.4279,5.6083,5.8330,6.0967,6.3540,6.5496,6.7060,6.7649
CUB,Cuba,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Median,,,,,,,,,43.4429,43.7517,44.0845,44.3651,44.5062,44.5022,44.2737,43.7924,43.1016,42.2155,41.0820,39.7094,38.1929,36.5043,34.7446,32.9374,31.1494,29.4253,27.7477,26.1760,24.7254,23.4023,22.1615,21.0535,20.0141,19.0479,18.1341,17.2787,16.4364,15.6431,14.8694,14.1276,13.4328,12.7911,12.1792,11.6155,11.0871,10.6015,10.1430,9.7152,9.3115,8.9313,8.5686,8.2275,7.9140,7.6160,7.3377,7.0846,6.8511,6.6393,6.4522,6.3015,6.1806,6.0917,6.0332,6.0147,6.0355,6.1022,6.2185,6.3819,6.5968,6.8660,7.1885,7.5577,7.9420,8.2723
CUB,Cuba,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Upper,,,,,,,,,50.1198,48.8594,48.0614,47.7780,48.0937,48.7106,49.1659,49.3448,49.1226,48.4484,47.2297,45.6080,43.8206,41.8094,39.6530,37.3818,35.2081,33.1458,31.2325,29.4480,27.7702,26.2192,24.8326,23.5894,22.4212,21.3317,20.3439,19.4258,18.5033,17.6115,16.7394,15.9129,15.1459,14.4211,13.7147,13.0794,12.4823,11.9383,11.4060,10.9239,10.4860,10.0777,9.6819,9.2972,8.9280,8.5912,8.2826,7.9882,7.7190,7.4838,7.2885,7.1223,6.9898,6.8960,6.8382,6.8209,6.8383,6.9081,7.0161,7.1857,7.4085,7.7188,8.1464,8.7450,9.5055,10.3435
CYP,Cyprus,Northern Africa and Western Asia,Western Asia,Western Europe,Non-programme countries,Lower,,,,,,,,,,,,,,,,,,,,,,31.2706,32.7092,33.3097,32.7875,31.4029,29.4539,27.1862,24.8410,22.5288,20.4323,18.6664,16.9385,15.3289,13.8213,12.5035,11.4783,10.7947,10.5810,10.6060,10.5304,10.3287,10.0174,9.5998,9.0903,8.5452,8.0250,7.5195,7.0526,6.5970,6.1534,5.7361,5.3271,4.9222,4.5344,4.1630,3.8318,3.5421,3.3086,3.1222,2.9602,2.8213,2.7056,2.6307,2.5793,2.5656,2.5788,2.6272,2.7061,2.7917,2.8631,2.9061,2.8856,2.7980
CYP,Cyprus,Northern Africa and Western Asia,Western Asia,Western Europe,Non-programme countries,Median,,,,,,,,,,,,,,,,,,,,,,38.0840,37.2119,36.3499,35.3014,33.7071,31.5771,29.0756,26.4534,23.9079,21.6008,19.5896,17.7769,16.0733,14.5447,13.2512,12.2555,11.5990,11.2908,11.2041,11.1309,10.9479,10.6347,10.1814,9.6540,9.0986,8.5703,8.0542,7.5612,7.0899,6.6416,6.2116,5.7884,5.3763,4.9721,4.5878,4.2402,3.9353,3.6803,3.4721,3.2988,3.1569,3.0438,2.9603,2.9087,2.8910,2.9071,2.9531,3.0242,3.1210,3.2402,3.3638,3.4732,3.5336
CYP,Cyprus,Northern Africa and Western Asia,Western Asia,Western Europe,Non-programme countries,Upper,,,,,,,,,,,,,,,,,,,,,,45.2655,42.0045,39.6633,38.0093,36.5147,34.1971,31.4095,28.3198,25.3536,22.7859,20.5660,18.6882,16.9194,15.3037,13.9966,13.0214,12.3649,11.9564,11.8257,11.8159,11.6625,11.3432,10.8436,10.2755,9.7015,9.1446,8.6266,8.1088,7.6308,7.1759,6.7310,6.3077,5.8758,5.4561,5.0573,4.6811,4.3606,4.0913,3.8647,3.6762,3.5212,3.4017,3.3112,3.2540,3.2420,3.2534,3.3037,3.3884,3.4989,3.6711,3.9139,4.2260,4.5439
CZE,Czechia,Europe and Northern America,Europe,Western Europe,Non-programme countries,Lower,58.6145,52.6005,46.5317,40.8375,35.8127,31.8921,28.8772,26.6349,25.0121,23.8714,23.1914,22.8312,22.7029,22.7431,22.8413,23.0243,23.1554,23.1706,23.1238,22.9808,22.7566,22.4102,21.9821,21.4839,20.8895,20.2171,19.4798,18.6666,17.7803,16.8741,16.0469,15.3394,14.7683,14.3616,14.0252,13.7817,13.5307,13.1719,12.7253,12.2316,11.8408,11.4109,10.8092,10.0291,9.1351,8.2658,7.4581,6.7320,6.1193,5.6201,5.2712,5.0179,4.8029,4.6104,4.4075,4.2046,3.9932,3.7800,3.5856,3.4002,3.2518,3.1320,3.0516,3.0205,3.0158,3.0441,3.0679,3.0538,2.9972,2.9010,2.7865,2.6590,2.5239,2.3698
CZE,Czechia,Europe and Northern America,Europe,Western Europe,Non-programme countries,Median,69.0605,59.0214,50.6911,43.8254,38.3785,34.1508,30.9707,28.5830,26.8324,25.6030,24.8359,24.4079,24.2416,24.2798,24.4186,24.5821,24.7114,24.7759,24.7304,24.5578,24.2845,23.9137,23.4462,22.9144,22.2826,21.5760,20.7750,19.8636,18.8711,17.8463,16.8399,15.9250,15.2086,14.7227,14.3882,14.1178,13.8378,13.4721,12.9998,12.5213,12.1046,11.6638,11.0647,10.2686,9.3784,8.5004,7.6818,6.9506,6.3257,5.8272,5.4597,5.1947,4.9774,4.7759,4.5742,4.3608,4.1407,3.9226,3.7180,3.5334,3.3791,3.2592,3.1808,3.1443,3.1430,3.1657,3.1868,3.1776,3.1198,3.0237,2.9058,2.7847,2.6658,2.5594
CZE,Czechia,Europe and Northern America,Europe,Western Europe,Non-programme countries,Upper,82.2289,66.5301,55.1942,47.0218,41.0374,36.5180,33.1347,30.5838,28.6781,27.3897,26.5138,26.0500,25.9014,25.9391,26.1201,26.2635,26.4355,26.5099,26.4286,26.2577,25.9331,25.5640,25.0380,24.4480,23.8359,23.1058,22.2344,21.2617,20.1268,18.9319,17.6617,16.5161,15.6674,15.0958,14.7612,14.4676,14.1522,13.7703,13.2692,12.8065,12.3659,11.9297,11.3451,10.5258,9.6306,8.7338,7.9115,7.1751,6.5333,6.0343,5.6571,5.3791,5.1594,4.9520,4.7515,4.5245,4.2965,4.0700,3.8546,3.6686,3.5093,3.3870,3.3089,3.2695,3.2728,3.2920,3.3199,3.3170,3.2506,3.1540,3.0348,2.9151,2.8166,2.7613
DEU,Germany,Europe and Northern America,Europe,Western Europe,Non-programme countries,Lower,,,,,,,,,,,,,,,,,,,25.8134,25.5567,25.0827,24.4040,23.5757,22.6354,21.5710,20.4183,19.1916,17.9559,16.7817,15.6884,14.6976,13.7943,12.9710,12.2291,11.5499,10.9493,10.4014,9.8739,9.3693,8.8670,8.3785,7.9040,7.4554,7.0416,6.6674,6.3427,6.0588,5.8100,5.5987,5.4150,5.2625,5.1282,5.0034,4.8863,4.7672,4.6480,4.5273,4.4092,4.2979,4.1918,4.1001,4.0221,3.9620,3.9195,3.8832,3.8523,3.8193,3.7775,3.7276,3.6720,3.6274,3.5998,3.5862,3.5636
DEU,Germany,Europe and Northern America,Europe,Western Europe,Non-programme countries,Median,,,,,,,,,,,,,,,,,,,27.1454,26.3898,25.6505,24.8679,24.0153,23.0655,21.9995,20.8027,19.5467,18.3016,17.1218,16.0224,15.0036,14.0705,13.2219,12.4536,11.7645,11.1471,10.5837,10.0525,9.5380,9.0311,8.5310,8.0447,7.5883,7.1685,6.7921,6.4606,6.1715,5.9190,5.7013,5.5141,5.3550,5.2169,5.0911,4.9697,4.8500,4.7286,4.6067,4.4866,4.3722,4.2677,4.1752,4.0976,4.0358,3.9887,3.9513,3.9202,3.8870,3.8455,3.7939,3.7413,3.6987,3.6696,3.6544,3.6501
DEU,Germany,Europe and Northern America,Europe,Western Europe,Non-programme countries,Upper,,,,,,,,,,,,,,,,,,,28.4272,27.2531,26.2320,25.3290,24.4802,23.5300,22.4516,21.2087,19.9100,18.6547,17.4502,16.3387,15.2964,14.3367,13.4671,12.6764,11.9765,11.3409,10.7727,10.2388,9.7132,9.2040,8.6892,8.1899,7.7239,7.2957,6.9139,6.5754,6.2789,6.0255,5.8031,5.6143,5.4503,5.3094,5.1822,5.0592,4.9409,4.8156,4.6896,4.5681,4.4511,4.3448,4.2496,4.1694,4.1069,4.0588,4.0231,3.9940,3.9632,3.9198,3.8618,3.8094,3.7652,3.7333,3.7221,3.7413
DJI,Djibouti,Sub-Saharan Africa,,Eastern and Southern Africa,Middle East and North Africa,Lower,,,,,,,,,,,,,,,,,,,,,,,,,,,130.1925,130.3044,129.1370,127.6128,125.4763,122.9008,120.0003,117.3434,114.3741,111.7095,108.8733,106.1449,103.3925,101.2293,99.3807,97.6840,96.7713,95.6403,94.4294,93.2119,91.8747,90.2003,88.5072,86.7235,84.7969,82.6594,80.3765,77.8902,75.4023,72.8853,70.3281,67.4897,64.8045,61.8738,58.7443,55.7593,52.6118,49.4305,46.5497,43.9274,41.1245,38.8329,36.4962,34.2565,32.2457,30.2328,28.5250,26.7592
DJI,Djibouti,Sub-Saharan Africa,,Eastern and Southern Africa,Middle East and North Africa,Median,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0233,166.2612,161.7119,156.9835,152.6358,148.3505,143.8420,139.6630,135.6438,131.7803,128.0523,124.7129,121.5970,118.8379,116.3133,114.0089,112.2414,110.6261,109.2588,107.8915,106.5786,105.1337,103.3769,101.5102,99.4805,97.2249,94.8348,92.4064,90.0366,87.6676,85.2690,82.7675,80.3307,78.1194,75.8808,73.6326,71.4416,69.3002,67.2316,65.1398,63.2607,61.2722,59.4132,57.4793,55.6157,53.8297,52.1575,50.4232
DJI,Djibouti,Sub-Saharan Africa,,Eastern and Southern Africa,Middle East and North Africa,Upper,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4750,212.4957,202.3616,192.9554,185.0704,178.5377,172.3760,166.4472,160.7881,155.3734,150.5486,145.9265,141.7667,138.2625,135.0219,132.1385,130.0069,128.0044,126.7441,125.9156,124.8235,123.6990,122.1520,120.2664,118.2379,115.4155,112.7083,110.3355,108.2788,106.0402,103.9243,102.1200,100.3064,99.0482,98.1870,97.3843,96.6223,96.1196,95.7292,95.3346,94.8849,94.9065,94.9366,94.4747,94.7691,94.8049,94.5234,94.4385
DMA,Dominica,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Lower,,,,,,,,,,,127.4399,116.8706,107.1473,98.0885,89.8459,82.1926,75.1747,68.7281,62.8710,57.4793,52.6075,48.1865,44.2057,40.6069,37.3981,34.5046,31.9611,29.7170,27.7596,26.0382,24.5267,23.2167,22.0610,21.0577,20.1994,19.4783,18.8877,18.3982,18.0072,17.6823,17.4442,17.2719,17.1681,17.1199,17.1288,17.1930,17.2985,17.4468,17.6426,17.8718,18.1573,18.4769,18.8534,19.2719,19.7284,20.2191,20.7576,21.3409,21.9435,22.6023,23.2804,24.0056,24.7188,25.4251,26.1519,26.8840,27.5948,28.2687,28.9287,29.4829,29.9787,30.3886,30.6463,30.8039
DMA,Dominica,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Median,,,,,,,,,,,136.4229,124.2978,113.2490,103.2238,94.1306,85.8542,78.3774,71.5885,65.4226,59.8386,54.7894,50.2119,46.0958,42.4008,39.0939,36.1497,33.5290,31.2185,29.1763,27.3902,25.8206,24.4548,23.2694,22.2491,21.3749,20.6300,20.0113,19.5066,19.0913,18.7685,18.5233,18.3513,18.2435,18.2010,18.2191,18.2876,18.4038,18.5734,18.7892,19.0557,19.3620,19.7226,20.1319,20.5879,21.0818,21.6219,22.2047,22.8211,23.4854,24.1994,24.9559,25.7412,26.5734,27.4456,28.3414,29.2807,30.2315,31.1823,32.1190,33.0152,33.8224,34.5171,35.0977,35.4723
DMA,Dominica,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Upper,,,,,,,,,,,146.0769,132.0755,119.6361,108.5411,98.5830,89.6744,81.6905,74.5256,68.1085,62.2964,57.0888,52.3779,48.1185,44.3088,40.9088,37.8762,35.1778,32.7983,30.7047,28.8548,27.2410,25.8315,24.6078,23.5494,22.6426,21.8709,21.2337,20.6983,20.2657,19.9324,19.6864,19.5109,19.3989,19.3548,19.3754,19.4424,19.5743,19.7597,20.0133,20.3122,20.6512,21.0395,21.4736,21.9493,22.4835,23.0726,23.7024,24.3864,25.1164,25.8911,26.7255,27.6168,28.5906,29.6396,30.7398,31.8958,33.1161,34.3669,35.6731,36.9531,38.1905,39.3232,40.2524,41.0530
DNK,Denmark,Europe and Northern America,Europe,Western Europe,Non-programme countries,Lower,32.1431,32.3177,31.8907,30.9609,29.8594,28.6740,27.5090,26.5171,25.6477,25.0383,24.5219,23.9693,23.3294,22.5534,21.6572,20.6676,19.6388,18.6506,17.7133,16.9654,16.2392,15.4246,14.5262,13.5892,12.7388,11.9884,11.3363,10.7909,10.3225,9.9524,9.6632,9.4401,9.3106,9.2432,9.2727,9.3510,9.4087,9.4102,9.2884,9.0281,8.6490,8.1652,7.6330,7.1052,6.6637,6.3153,6.0390,5.8275,5.6620,5.5380,5.4386,5.3169,5.1844,5.0216,4.8418,4.6536,4.4640,4.2913,4.1353,4.0187,3.9419,3.9034,3.9048,3.9128,3.9138,3.8936,3.8506,3.7895,3.7050,3.6134,3.5133,3.3921,3.2447,3.0732
DNK,Denmark,Europe and Northern America,Europe,Western Europe,Non-programme countries,Median,34.1188,33.4206,32.6055,31.6297,30.4858,29.2636,28.0869,27.0479,26.1889,25.5426,25.0084,24.4601,23.8023,23.0167,22.1015,21.0948,20.0558,19.0459,18.1297,17.3415,16.6052,15.7874,14.8607,13.9202,13.0625,12.3074,11.6539,11.0987,10.6368,10.2601,9.9669,9.7522,9.6192,9.5659,9.5917,9.6585,9.7151,9.7108,9.5915,9.3281,8.9265,8.4272,7.8793,7.3569,6.9107,6.5495,6.2615,6.0395,5.8706,5.7434,5.6340,5.5192,5.3805,5.2178,5.0320,4.8366,4.6460,4.4697,4.3189,4.2019,4.1206,4.0807,4.0750,4.0832,4.0834,4.0679,4.0282,3.9633,3.8780,3.7825,3.6872,3.5954,3.5106,3.4233
DNK,Denmark,Europe and Northern America,Europe,Western Europe,Non-programme countries,Upper,36.1365,34.5725,33.3478,32.3227,31.1473,29.8582,28.6508,27.5802,26.7378,26.0502,25.4992,24.9749,24.2993,23.5307,22.5715,21.5280,20.4745,19.4463,18.5378,17.7225,16.9860,16.1762,15.2145,14.2643,13.3800,12.6194,11.9743,11.4052,10.9549,10.5713,10.2726,10.0699,9.9334,9.8840,9.9013,9.9663,10.0290,10.0350,9.9313,9.6514,9.2179,8.6976,8.1260,7.6016,7.1452,6.7809,6.4896,6.2578,6.0866,5.9540,5.8472,5.7359,5.5887,5.4281,5.2333,5.0294,4.8314,4.6491,4.4973,4.3818,4.3053,4.2639,4.2531,4.2661,4.2705,4.2576,4.2187,4.1478,4.0597,3.9642,3.8742,3.8087,3.7903,3.8078
DOM,Dominican Republic,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Lower,116.7075,120.6595,123.7973,126.8519,129.4996,131.7721,133.4654,134.7429,135.8083,136.2326,136.2892,135.7361,134.6479,133.1891,131.1234,128.9054,126.5316,123.9923,121.3452,118.7705,115.8643,112.7951,109.5173,105.9038,102.0893,98.2047,94.5307,91.1003,87.6418,84.4744,81.2925,78.2829,75.4091,72.6861,70.1800,67.6506,65.2155,62.7922,60.4179,58.1003,55.7622,53.4431,51.1678,48.9269,46.7212,44.6301,42.6595,40.8942,39.3186,37.9669,36.7578,35.8166,34.9698,34.2874,33.7410,33.2849,32.8264,32.4486,32.0647,31.7150,31.4293,31.1724,30.8839,30.5500,30.1385,29.6706,29.1930,28.6523,27.8990,27.0716,25.9599,24.7734,23.4717,22.1416
DOM,Dominican Republic,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Median,143.8789,144.6856,145.3642,146.1619,146.7715,147.5389,148.0666,148.3681,148.5437,148.1662,147.4733,146.3679,144.8456,142.9028,140.6051,138.0176,135.2799,132.4594,129.6317,126.6790,123.5750,120.2646,116.6207,112.7153,108.7710,104.7344,100.8711,97.1236,93.5473,90.0605,86.7783,83.5838,80.5093,77.5729,74.7826,72.0762,69.4285,66.8669,64.3734,61.9089,59.4658,57.0159,54.6062,52.2239,49.9633,47.8070,45.8266,44.0191,42.4123,41.0290,39.8241,38.8009,37.9526,37.2627,36.6999,36.2349,35.8684,35.5966,35.3539,35.1897,35.0818,34.9797,34.9435,34.9543,34.9715,34.9861,35.0180,34.9633,34.7379,34.3480,33.7506,33.0724,32.2499,31.4113
DOM,Dominican Republic,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Upper,175.2357,172.2736,169.6190,167.4445,165.9213,164.6979,163.6725,162.8303,162.0178,161.0243,159.8186,158.1466,156.1165,153.6463,150.8655,147.7713,144.5957,141.3947,138.2124,135.1343,131.8064,128.0878,124.1973,120.0162,115.6742,111.4141,107.2911,103.3412,99.5405,95.8774,92.4285,89.0518,85.8317,82.7482,79.7834,76.8803,74.0970,71.3854,68.7403,66.1074,63.4608,60.8439,58.2484,55.7072,53.2451,51.0826,49.0721,47.2086,45.5968,44.1752,42.9535,41.9037,41.0287,40.3432,39.7863,39.3743,39.0938,38.8998,38.8426,38.8227,38.8624,39.0578,39.3808,39.7699,40.3026,40.9879,41.7463,42.7186,43.3233,43.7616,44.1263,44.3673,44.5988,44.7539
DZA,Algeria,Northern Africa and Western Asia,Northern Africa,Middle East and North Africa,Middle East and North Africa,Lower,,,,,180.5524,187.7625,194.2019,198.9931,203.4635,206.6785,208.8751,210.5560,211.1565,212.0709,212.9437,213.9273,215.0649,215.8319,216.2415,215.5995,213.9462,210.9302,207.0626,202.4759,197.3460,191.6424,185.3848,178.8802,171.6584,162.7339,151.4262,137.0819,120.2032,102.7160,86.8907,74.1311,64.3445,57.2299,52.6309,49.6878,47.9086,46.8115,46.1162,45.5344,44.9378,44.2485,43.4185,42.5217,41.5438,40.3882,39.1543,37.8104,36.3663,34.9515,33.4936,32.0989,30.7800,29.5477,28.4282,27.4207,26.5307,25.7551,25.0735,24.4870,23.9517,23.4825,23.0589,22.6690,22.3091,21.9439,21.5870,21.1626,20.5798,19.8482
DZA,Algeria,Northern Africa and Western Asia,Northern Africa,Middle East and North Africa,Middle East and North Africa,Median,,,,,242.0232,241.5331,240.7490,240.1638,239.8788,239.5028,239.5597,239.9382,240.9381,242.0392,243.2484,244.6900,245.8071,246.1683,245.6687,244.1472,241.0799,236.6595,231.0306,224.3708,216.7713,208.4661,199.5293,190.1897,180.1806,168.8510,155.5859,140.2745,123.0509,105.2148,89.1139,76.0817,66.3048,59.5921,55.4739,53.0475,51.6986,50.9358,50.3737,49.8016,49.0445,48.1284,47.0242,45.7802,44.4721,43.0917,41.5983,40.0715,38.4996,36.9542,35.4242,33.9508,32.5624,31.2599,30.0940,29.0395,28.1088,27.2975,26.5850,25.9571,25.4137,24.9296,24.4785,24.0484,23.6501,23.2701,22.9335,22.5912,22.3006,22.0008
DZA,Algeria,Northern Africa and Western Asia,Northern Africa,Middle East and North Africa,Middle East and North Africa,Upper,,,,,318.7009,305.3727,294.6058,287.0687,281.5297,278.0926,275.9472,275.4773,275.4277,276.6976,278.0237,279.2288,279.8985,279.6964,278.0741,275.1637,270.5653,264.6382,257.2151,248.4056,237.9656,227.0032,214.9895,202.5355,189.4544,175.2859,160.0026,143.4251,125.8479,107.7241,91.3671,78.1016,68.4051,62.0357,58.3975,56.4771,55.5375,55.1414,54.7821,54.2359,53.4457,52.3022,50.9042,49.2693,47.6199,45.9097,44.2083,42.5247,40.7784,39.1137,37.4898,35.9150,34.4399,33.1092,31.8964,30.7708,29.7825,28.9222,28.1818,27.5026,26.9281,26.3920,25.9179,25.4840,25.0401,24.6598,24.3490,24.1626,24.1720,24.3903
ECU,Ecuador,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Lower,,,,,,149.5930,151.1984,151.5602,151.3182,151.1653,149.9240,148.0548,145.8251,143.3366,140.6328,137.8728,135.0197,132.3892,129.9054,127.4578,124.8898,121.8529,118.1566,113.9885,109.4155,104.7052,99.9079,95.3848,91.2156,87.1486,83.0556,78.9379,74.8300,70.6838,66.6796,62.9101,59.4959,56.4196,53.5755,51.0006,48.4316,45.9419,43.5124,41.0571,38.5107,36.0835,33.7394,31.6099,29.6385,27.8556,26.3197,24.9669,23.7845,22.7098,21.7565,20.9349,20.1683,19.3869,18.6847,18.0026,17.3456,16.7202,16.1277,15.5981,15.1348,14.7548,14.4158,14.0371,13.6445,13.2538,12.8955,12.5428,12.1742,11.7676
ECU,Ecuador,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Median,,,,,,206.4590,199.8176,193.7589,187.6043,181.9452,176.2638,170.9647,165.8163,160.9433,156.4923,152.6243,149.0527,145.8790,142.9084,140.1434,137.1319,133.7246,129.7850,125.1466,120.1912,114.9854,109.7500,104.8007,100.1141,95.6620,91.1803,86.7622,82.2523,77.7988,73.4694,69.4583,65.8247,62.4760,59.4113,56.5924,53.8750,51.2195,48.6405,46.0329,43.4085,40.7697,38.1798,35.7021,33.4456,31.4285,29.6485,28.1069,26.7921,25.6522,24.6255,23.6597,22.7656,21.8719,20.9664,20.0486,19.1505,18.2704,17.4221,16.6319,15.9274,15.3346,14.8426,14.4362,14.0911,13.8034,13.5631,13.3656,13.2026,13.0549
ECU,Ecuador,Latin America and the Caribbean,,Latin America and Caribbean,Latin America and Caribbean,Upper,,,,,,287.7018,265.8968,247.8646,232.3533,217.9066,206.2391,195.9582,187.2201,179.9848,173.6248,168.4519,164.2273,160.6905,157.5053,154.2368,150.6544,146.7610,142.3809,137.1023,131.7287,125.9943,120.4739,115.1815,109.9641,104.9802,100.0757,95.1047,90.2825,85.5293,80.9755,76.7057,72.7806,69.2311,65.9112,62.8613,59.9500,57.1263,54.3763,51.5587,48.7298,45.8523,42.9648,40.2305,37.6432,35.2851,33.3472,31.6939,30.2885,29.0459,27.8724,26.7870,25.7108,24.6467,23.4888,22.3285,21.1810,20.0115,18.8494,17.7491,16.7874,15.9489,15.2907,14.8326,14.5540,14.3947,14.2854,14.2208,14.2739,14.4096
EGY,Egypt,Northern Africa and Western Asia,Northern Africa,Middle East and North Africa,Middle East and North Africa,Lower,,,,,,321.4028,318.1248,313.3285,306.7588,298.9448,291.3134,283.0574,274.8947,267.0984,259.3024,252.3435,246.3764,241.8608,238.0473,235.1817,232.4038,229.4430,225.7761,220.5839,213.8521,206.0661,197.2526,187.9523,178.4909,169.2773,160.2384,151.1508,141.9281,132.2771,122.7406,113.2391,104.5187,97.1203,90.8839,85.7981,81.5069,77.3714,73.3327,69.1841,65.1068,60.9904,57.0320,53.3108,49.8236,46.6233,43.7148,41.0701,38.7117,36.5762,34.6545,32.9453,31.3251,29.8054,28.3362,26.9285,25.5247,24.0775,22.6231,21.2265,19.9085,18.6022,17.4383,16.3798,15.2421,14.2939,13.3330,12.4656,11.6952,10.9610
EGY,Egypt,Northern Africa and Western Asia,Northern Africa,Middle East and North Africa,Middle East and North Africa,Median,,,,,,366.7678,357.4505,348.0135,338.7151,329.2754,319.4915,309.2122,298.9804,288.9625,279.7559,271.4972,264.5020,258.7613,254.1645,250.3709,246.9330,243.1936,238.7562,233.0834,225.8368,217.2733,207.8154,197.8922,187.9139,178.0937,168.4005,158.7382,148.9689,138.9829,128.7880,118.9144,109.9904,102.2357,95.6984,90.2771,85.6772,81.4309,77.2674,73.0836,68.8181,64.5494,60.3926,56.5075,52.8979,49.5987,46.6070,43.9312,41.5315,39.3778,37.4588,35.7282,34.1402,32.6570,31.2416,29.9073,28.6097,27.3780,26.2497,25.1661,24.1439,23.2541,22.4307,21.6243,20.8071,20.0926,19.3780,18.7489,18.1055,17.5278
